ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.08079450427684,219.674261934715,22210.6130832855,5.87504108812567,333.775776610814,398.517703138757,11.5023156295922,112.412210431817,2.99425920995786,0
6.78388846754153,193.653580601316,13677.106440586,5.17145357337509,323.72866323328,477.854687257803,15.0560640948215,66.396292946768,3.25002222920437,0
6.01061757653359,184.558581742445,15940.5732705385,8.16522204084232,421.486089167132,314.529813389964,20.3146167378046,83.7079377929894,4.86728740433126,1
8.09745377073177,218.992436141892,18112.2844465108,6.19694739393428,333.775776610814,376.569803373333,17.74626352,59.9099408723457,4.27908240380594,1
8.072612403,210.269779749354,16843.363927406,8.7934586478294,359.516169330308,559.167573923131,17.2635760376227,68.7389891081222,5.08220624676456,0
6.55284747437498,198.806939651383,34006.4207331358,8.69120617515994,274.904351202919,477.163906779637,14.3696300902099,78.1730625863473,4.6879861552467,1
8.923980608,135.938467473627,27919.7706657531,12.3632848253101,333.775776610814,415.62948376916,11.9499138209166,69.3148795788028,4.15558318952296,1
9.624726886,217.372779685459,25175.7541581942,9.88394551151824,329.174454098361,394.0548353,20.2775714076305,85.8402577034819,2.6152574763443,1
7.04654853701628,128.482517398641,30569.81055,4.44912263271162,281.724714495586,348.264590712341,15.1420055654203,58.1573043145003,2.86922610181966,1
8.13776788309249,203.861867338687,24172.7033126078,6.84401762642223,305.832579687197,470.836264518029,19.2329614141383,30.7084213003942,5.00382578620915,1
7.0823006491748,169.468927255577,29846.7190567121,5.44338688845976,350.401848981102,353.0303803,18.9595343775751,30.3890961143049,3.48557738822312,1
6.08436011618923,155.271425149495,27310.06085,7.81712917499438,333.775776610814,436.988934408821,12.6575124703154,66.396292946768,4.29811091952729,1
7.08079450427684,167.104429616045,30362.683947904,9.99033219721896,362.261636072419,432.030709906129,9.97147640523406,94.98410127,3.34605706348342,1
5.716251354,184.229294977261,19393.4698619376,5.299163637,290.2764546,502.993686623446,19.6438958556801,68.2363702796886,3.43313538472582,1
